"","trial","subject","task","pre_influence_norm","post_influence_norm","truth_norm","pre_influence","post_influence","truth"
"352",114,3,"6",-0.36231884057971,NA,0.214285714285714,100,5000,180
"353",114,4,"1",1.21621621621622,1.21621621621622,1.64102564102564,128,128,145
"354",114,4,"3",-1,-1,0,12,12,21
"355",114,4,"5",-0.2,3.84,1.064,350,1360,666
"356",114,4,"6",NA,NA,0.214285714285714,6000,3400,180
"357",114,5,"1",-1.43243243243243,-0.891891891891892,1.64102564102564,30,50,145
"358",114,5,"3",3.22222222222222,0.444444444444444,0,50,25,21
"359",114,5,"5",0.4,NA,1.064,500,NA,666
"360",114,5,"6",6.15942028985507,NA,0.214285714285714,1000,5000,180
"361",115,1,"1",-0.891891891891892,-0.891891891891892,1.64102564102564,50,50,145
"362",115,1,"3",3.22222222222222,1,0,50,30,21
"363",115,1,"5",1.28,0.8,1.064,720,600,666
"364",115,1,"6",NA,1.81159420289855,0.214285714285714,4000,400,180
"365",115,2,"1",-0.891891891891892,-0.756756756756757,1.64102564102564,50,55,145
"366",115,2,"3",0.444444444444444,1,0,25,30,21
"367",115,2,"5",-0.6,-0.6,1.064,250,250,666
"368",115,2,"6",-1.01449275362319,1.81159420289855,0.214285714285714,10,400,180
"369",115,3,"1",5.86486486486486,-1.7027027027027,1.64102564102564,300,20,145
"370",115,3,"3",-0.111111111111111,0.444444444444444,0,20,25,21
"371",115,3,"5",-1.2,0.8,1.064,100,600,666
"372",115,3,"6",-0.869565217391304,1.81159420289855,0.214285714285714,30,400,180
"373",115,4,"1",-0.810810810810811,-0.810810810810811,1.64102564102564,53,53,145
"374",115,4,"3",-0.666666666666667,0.444444444444444,0,15,25,21
"375",115,4,"5",-0.4,0.8,1.064,300,600,666
"376",115,4,"6",1.81159420289855,2.53623188405797,0.214285714285714,400,500,180
"377",115,5,"1",7.21621621621622,7.21621621621622,1.64102564102564,350,350,145
"378",115,5,"3",1,1,0,30,30,21
"379",115,5,"5",0.6,0.6,1.064,550,550,666
"380",115,5,"6",6.15942028985507,6.15942028985507,0.214285714285714,1000,1000,180
"381",116,1,"1",0,-1.18918918918919,1.64102564102564,83,39,145
"382",116,1,"3",2.33333333333333,4.55555555555556,0,42,62,21
"383",116,1,"5",-1.024,-0.32,1.064,144,320,666
"384",116,1,"6",0.72463768115942,-0.217391304347826,0.214285714285714,250,120,180
"385",116,2,"1",-1.21621621621622,-1.16216216216216,1.64102564102564,38,40,145
"386",116,2,"3",4.11111111111111,NA,0,58,NA,21
"387",116,2,"5",0,0,1.064,400,400,666
"388",116,2,"6",-0.666666666666667,-0.905797101449275,0.214285714285714,58,25,180
"389",116,3,"1",-0.972972972972973,-1.21621621621622,1.64102564102564,47,38,145
"390",116,3,"3",-1,3,0,12,48,21
"391",116,3,"5",0.2,-0.028,1.064,450,393,666
"392",116,3,"6",-0.905797101449275,-0.905797101449275,0.214285714285714,25,25,180
"393",116,4,"1",-1.43243243243243,-1.27027027027027,1.64102564102564,30,36,145
"394",116,4,"3",NA,NA,0,NA,NA,21
"395",116,4,"5",0.4,0,1.064,500,400,666
"396",116,4,"6",-0.942028985507246,-0.905797101449275,0.214285714285714,20,25,180
